Paper_code,Compound_name,CAS,Quantity,Plant_parts,Techniques,Formula,Classification,Activity,Plant_type,Exp_condition,IUPAC
JELcama1999Flo,(e)-beta-farnesene,18794-84-8,1.01,Flower and leaves,GC/FID and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(6E)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2008Lea,d-germacrene,NA,1.4,Leaves,GC and GC/MS,NA,NA,NA,Weed,Air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2012Fru,tran-alpha-bergamotene,NA,tr,Fruit,GC and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,beta-ylangene,20479-06-5,0.19,Flower and leaves,GC/FID and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,epi-alpha-cadinol,NA,1.49,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,epi-alpha-cadinol,NA,1.49,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2004Lea,cis-sabinene hydrate,15537-55-0,1.5,Leaf,GC/MS,C10H18O,monoterpene alcohol,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-copaene,3856-25-5,0.2,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-copaene,3856-25-5,0.2,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,alpha-copaene,3856-25-5,0.2,Leaf,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,delta-3-carene,13466-78-9,1.48,Leaves,GC and GC/MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,normal,"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,delta-3-carene,13466-78-9,1.48,Leaves,GC and GC/MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,normal,"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,delta-3-carene,13466-78-9,1.48,Leaves,GC and GC/MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,normal,"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,valecene,NA,33.7,Leaves,GC/MS,NA,NA,NA,Weed,different collect times(7:00 am),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,camphor,76-22-2,1.56,Leaves,GC and GC/MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,normal,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,camphor,76-22-2,1.56,Leaves,GC and GC/MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,normal,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,camphor,76-22-2,1.56,Leaves,GC and GC/MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,normal,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2008Lea,octen-3-ol,NA,0.3,Leaves,GC and GC/MS,NA,NA,NA,Weed,Air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,spathulenol,6750-60-3,1.3,Leaves,GC and GC/MS,C15H24O,azulenic sesquiterpenol,Antimicrobial,Weed,hydrodistillation (conventional),"(1aR,4aR,7S,7aR,7bR)-1,1,7-trimethyl-4-methylidene-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaet2013Aer,p-cymene,NA,8.4,Aerial parts,GC and GC/MS,C10H14,related to monoterpene,"Analgesic, Antiacetylcholinesterase, Antibacillary, Antibacterial, Antiflu, Antirheumatalgic, Antiviral, Flavor, Fungicide, Herbicide, Insectifuge, Irritant, Laxative Pesticide, Sedative, Trichomonicide",Weed,Normal,"1-methyl-4-propan-2-ylbenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2014Lea,alpha-curcumene,6/1/4176,6.33,Leaves,GC and GC/MS,C15H22,sesquiterpene,NA,Weed,hydrodistillation,"1-methyl-4-(6-methylhept-5-en-2-yl)benzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-copaene,3856-25-5,1.1,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-copaene,3856-25-5,1.1,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-copaene,3856-25-5,1.1,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-copaene,3856-25-5,1.1,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"1-napthalenol,1,2,3,4, 4a, 7",NA,2.596,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"1-napthalenol,1,2,3,4, 4a, 7",NA,2.596,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2008Lea,gamma-cadinene,39029-41-9,1,Leaves,GC and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,Air-dried,"(1R,4aS,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,camphene,79-92-5,0.44,Leaf,GC and GC/MS,C10H16,monoterpene derivative,"Allelopathic, Antilithic, Antioxidant, Expectorant, Hypocholesterolemic, Insectifuge, Pesticide, Spasmogenic",Weed,Normal,"3,3-dimethyl-2-methylidenebicyclo[2.2.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,camphene,79-92-5,0.44,Leaf,GC and GC/MS,C10H16,monoterpene derivative,"Allelopathic, Antilithic, Antioxidant, Expectorant, Hypocholesterolemic, Insectifuge, Pesticide, Spasmogenic",Weed,Normal,"3,3-dimethyl-2-methylidenebicyclo[2.2.1]heptane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,(e)-beta ocimene,NA,0.18,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,(e)-beta ocimene,NA,0.18,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,alpha -terpineol,NA,0.49,Leaf,GC and GC/MS,NA,NA,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,alpha -terpineol,NA,0.49,Leaf,GC and GC/MS,NA,NA,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,alpha-humulene,6753-98-6,4.9,Leaves,GC-FID and GC/MS,C15H24,sesquiterpene,NA,Weed,air-dried,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,alloaromadendrene,NA,0.21,Leaves,GC/MS,NA,sesquiterpene,NA,Weed,different collect times(7:00 pm),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,alpha-cadinol,481-34-5,0.48,Leaves,GC/MS,C15H26O,"Pseudoguaianolide, sesquiterpenol",NA,Weed,different collect times(1:00 pm),"(1R,4S,4aR,8aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2012Fru,neral,106-26-3,1.3,Fruit,GC and GC/MS,C10H16O,monoterpene aldehyde,"Antimicrobial, pheromone, Allergenic, Antiallergic, Antianaphylactic, Antibacteria, Antihistaminic Antiseptic, Antishock, Barbituate-Synergist - Bronchorelaxant, Cancer Preventive, Expectorant, FLavor Fungicide, Glaucomagenic, Herbicide, Nematicide, Perfumery, Pesticide, Prostatitigenic, Sedative Teratogenic, Trichomonicide, Tyrosinase-Inhibito",Weed,normal,"(2Z)-3,7-dimethylocta-2,6-dienal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,beta-elemene,515-13-9,0.8,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,bicyclogermacrene,24703-35-3,10.62,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,bicyclogermacrene,24703-35-3,10.62,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,bicyclogermacrene,24703-35-3,10.62,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,bicyclogermacrene,24703-35-3,10.62,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"diidromircene,1,6-diol-z",NA,0.65,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"diidromircene,1,6-diol-z",NA,0.65,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"diidromircene,1,6-diol-z",NA,0.65,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"diidromircene,1,6-diol-z",NA,0.65,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,alpha-humulene,6753-98-6,9.97,Fruit,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2002Lea,n-decane,NA,1.4,Leaves,GC and GC/MS,C10H22,NA,NA,Weed,hydrodistillation (conventional),"decane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.5,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.5,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.5,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.5,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-3-carene,13466-78-9,5.01,Leaves,GC-FID and GC-MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,seosnal variability (June/2009),"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-3-carene,13466-78-9,5.01,Leaves,GC-FID and GC-MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,seosnal variability (June/2009),"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-3-carene,13466-78-9,5.01,Leaves,GC-FID and GC-MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,seosnal variability (June/2009),"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-3-carene,13466-78-9,5.01,Leaves,GC-FID and GC-MS,C10H16,bicyclic monoterpene,"Allergenic, Antibacterial, Antiinflammatory, Dermatitigenic, Flavor, Insectifuge, Irritant, Pesticide",Weed,seosnal variability (June/2009),"4,7,7-trimethylbicyclo[4.1.0]hept-3-ene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,beta-myrcene,NA,0.39,Fruit,GC and GC/MS,C10H16,monoterpene,NA,Weed,normal,"7-methyl-3-methylideneocta-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,octene-3-ol,NA,0.6,Leaves,GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,beta-elemene,515-13-9,0.4,Leaves,GC-FID and GC/MS,C15H24,sesquiterpene,NA,Weed,air-dried,"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-atlantol,NA,0.33,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-atlantol,NA,0.33,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-atlantol,NA,0.33,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-atlantol,NA,0.33,Leaves,GC-FID and GC-MS,NA,NA,NA,Weed,seosnal variability (June/2009),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,sabinene,3387-41-5,0.2,Leaves,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,Normal,"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,sabinene,3387-41-5,0.2,Leaves,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,Normal,"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,sabinene,3387-41-5,0.2,Leaves,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,Normal,"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,sabinene,3387-41-5,0.2,Leaves,GC and GC/MS,C10H16,monoterpene derivative,NA,Weed,Normal,"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"1r, 4s, 7s, 11r-2,2,4, 8 É?? tetrame",NA,3.211,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,"1r, 4s, 7s, 11r-2,2,4, 8 É?? tetrame",NA,3.211,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2012Lea,spathulenol,6750-60-3,6.02,Leaves,GC and GC/MS,C15H24O,azulenic sesquiterpenol,Antimicrobial,Weed,Normal,"(1aR,4aR,7S,7aR,7bR)-1,1,7-trimethyl-4-methylidene-1a,2,3,4a,5,6,7a,7b-octahydrocyclopropa[h]azulen-7-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,caryophyllene-(i3)b,NA,0.2,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,caryophyllene-(i3)b,NA,0.2,Aerial part,GC and GC/MS,NA,NA,NA,Weed,Hydrodistillation (biological),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,gamma-terpinene,99-85-4,0.33,Fruit,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,Normal,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,alpha-muurolene,31983-22-9,1.21,Flower and leaves,GC/FID and GC/MS,C15H24,bicyclic sesquiterpene,pheromone,Weed,normal,"(1S,4aS,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,4a,5,6,8a-hexahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,tau-muurolol,NA,0.11,Flower and leaves,GC/FID and GC/MS,C15H26O,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-terpinene,99-85-4,0.2,Leaf,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,shade-dried,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-terpinene,99-85-4,0.2,Leaf,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,shade-dried,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-terpinene,99-85-4,0.2,Leaf,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,shade-dried,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,beta- cadinene,NA,3.6,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
